"Kamar Aiken, Ind",@Sea,10th,3,5,43,12,0,0,0,0,0,3.1,3100,1,Sun 8:30,,,,,,,,,,,,,
"Tavon Austin, LA",@Dal,26th,3,1,7,3,0,33,0,2,2,1,3100,0.32,Sun 1:00,,,,,,,,,,,,,
"Josh Bellamy, Chi",@GB,12th,3,7,78,11,0,0,0,0,0,4.9,3100,1.59,Thu 8:25,,,,,,,,,,,,,
"Sammie Coates, Cle",Cin,8th,2,0,0,4,0,0,0,0,0,0,3100,0,Sun 1:00,,,,,,,,,,,,,
"Alex Erickson, Cin",@Cle,13th,3,4,62,6,0,2,0,0,0,3.5,3100,1.12,Sun 1:00,,,,,,,,,,,,,
"Zay Jones, Buf",@Atl,15th,3,3,39,12,0,0,0,0,0,2.3,3100,0.74,Sun 1:00,,,,,,,,,,,,,
"Deonte Thompson, Chi",@GB,12th,3,6,81,9,1,0,0,1,0,6.7,3100,2.16,Thu 8:25,,,,,,,,,,,,,
"Jared Abbrederis, Det",@Min,31st,1,0,0,0,0,0,0,0,0,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Rodney Adams, Min",Det,17th,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Arrelious Benn, Jax",@NYJ,22nd,3,1,12,1,0,0,0,0,0,0.7,3000,0.24,Sun 1:00,,,,,,,,,,,,,
"Victor Bolden, SF",@Ari,28th,2,0,0,0,0,0,0,0,0,0,3000,0,Sun 4:05,,,,,,,,,,,,,
"Kendrick Bourne, SF",@Ari,28th,1,0,0,0,0,0,0,0,0,0,3000,0,Sun 4:05,,,,,,,,,,,,,
"Quan Bray, Ind",@Sea,10th,3,1,22,2,0,0,0,1,0,1.1,3000,0.36,Sun 8:30,,,,,,,,,,,,,
"Noah Brown, Dal",LA,7th,2,1,13,1,0,0,0,0,0,1.1,3000,0.38,Sun 1:00,,,,,,,,,,,,,
"Brice Butler, Dal",LA,7th,3,4,138,7,1,0,0,0,0,7.9,3000,2.64,Sun 1:00,,,,,,,,,,,,,
"Damiere Byrd, Car",@NE,25th,3,0,0,3,0,0,0,0,0,0,3000,0,Sun 1:00,,,,,,,,,,,,,
"Michael Campanaro, Bal",Pit,2nd,3,1,3,2,0,14,0,1,0,0.9,3000,0.3,Sun 1:00,,,,,,,,,,,,,
"Austin Carr, NO",@Mia,19th,--,--,--,--,--,--,--,--,--,0,3000,0,Sun 9:30,,,,,,,,,,,,,
